Month,Year,Title,ImgURL
8,2006,Parody Week: Achewood,https://imgs.xkcd.com/comics/achewood.png
8,2006,Parody Week: Megatokyo,https://imgs.xkcd.com/comics/megaxkcd.png
8,2006,Parody Week: TFD and Natalie Dee,https://imgs.xkcd.com/comics/tfd_nataliedee.png
8,2006,Parody Week: A Softer World,https://imgs.xkcd.com/comics/a_softer_robot.jpg
8,2006,Parody Week: Dinosaur Comics,https://imgs.xkcd.com/comics/dinosaur_comics.png
8,2006,Join Myspace,https://imgs.xkcd.com/comics/join_myspace.png
8,2006,A Way So Familiar,https://imgs.xkcd.com/comics/a_way_so_familiar.png
8,2006,Mispronouncing,https://imgs.xkcd.com/comics/mispronouncing.png
8,2006,Sandwich,https://imgs.xkcd.com/comics/sandwich.png
8,2006,Grownups,https://imgs.xkcd.com/comics/grownups.png
9,2006,Mario,https://imgs.xkcd.com/comics/mario.png
9,2006,Hamster Ball,https://imgs.xkcd.com/comics/hamster_ball.png
9,2006,Cryptography,https://imgs.xkcd.com/comics/cryptography.png
9,2006,Beliefs,https://imgs.xkcd.com/comics/beliefs.jpg
9,2006,Search History,https://imgs.xkcd.com/comics/search_history.png
9,2006,Commented,https://imgs.xkcd.com/comics/commented.png
9,2006,Filler Art,https://imgs.xkcd.com/comics/filler_art.png
9,2006,Six Months,https://imgs.xkcd.com/comics/six_months.png
9,2006,Boombox,https://imgs.xkcd.com/comics/boombox.png
9,2006,Penny Arcade Parody,https://imgs.xkcd.com/comics/penny_arcade_parody.png
9,2006,Accident,https://imgs.xkcd.com/comics/accident.png
9,2006,Angular Momentum,https://imgs.xkcd.com/comics/angular_momentum.jpg
9,2006,Donald Knuth,https://imgs.xkcd.com/comics/donald_knuth.png
9,2006,Playing Devil's Advocate to Win,https://imgs.xkcd.com/comics/global_warming.png
10,2006,Turn Signals,https://imgs.xkcd.com/comics/turn_signals.png
10,2006,Misusing Slang,https://imgs.xkcd.com/comics/misusing_slang.png
10,2006,Nihilism,https://imgs.xkcd.com/comics/nihilism.png
10,2006,Reverse Euphemisms,https://imgs.xkcd.com/comics/reverse_euphemisms.png
10,2006,Words that End in GRY,https://imgs.xkcd.com/comics/words_that_end_in_gry.png
10,2006,Turn Back,https://imgs.xkcd.com/comics/turn_back.png
10,2006,String Theory,https://imgs.xkcd.com/comics/string_theory.png
10,2006,Skateboarding is Not a Crime,https://imgs.xkcd.com/comics/skateboarding_is_not_a_crime.png
10,2006,Movie Seating,https://imgs.xkcd.com/comics/movie_seating.png
10,2006,That's What SHE Said,https://imgs.xkcd.com/comics/thats_what_she_said.png
10,2006,Automatic Doors,https://imgs.xkcd.com/comics/automatic_doors.png
10,2006,Before Sunrise,https://imgs.xkcd.com/comics/before_sunrise.png
10,2006,Alice and Bob,https://imgs.xkcd.com/comics/alice_and_bob.png
11,2006,Not Really Into Pokemon,https://imgs.xkcd.com/comics/not_really_into_pokemon.png
11,2006,e to the pi times i,https://imgs.xkcd.com/comics/e_to_the_pi_times_i.png
11,2006,Canada,https://imgs.xkcd.com/comics/canada.png
